Date,SKU,Sales,On_Hand,Lead_Time_Days,Avg_Daily_Demand,Demand_Std,Safety_Stock,Reorder_Point
2026-02-06,SKU_010,14,222,7,18.571428571428573,6.947210682262067,30.327976421880706,160.3279764218807
2026-02-07,SKU_010,27,195,7,18.571428571428573,6.947210682262067,30.327976421880706,160.3279764218807
2026-02-08,SKU_010,25,170,7,18.0,5.9225774015138875,25.854950426145855,151.85495042614585
2026-02-09,SKU_010,16,154,7,18.071428571428573,5.889551187213937,25.710774829002926,152.21077482900293
2026-02-10,SKU_010,17,137,7,18.357142857142858,5.719160009021528,24.966933901893857,153.46693390189387
2026-02-11,SKU_010,10,127,7,17.285714285714285,5.783644996933107,25.248442450057084,146.2484424500571
2026-02-12,SKU_010,20,107,7,17.571428571428573,5.8139657551621085,25.38080740668789,148.3808074066879
2026-02-13,SKU_010,13,94,7,17.357142857142858,5.930457796016221,25.889352206888177,147.3893522068882
2026-02-14,SKU_010,17,77,7,17.571428571428573,5.85352340592708,25.553495922205084,148.5534959222051
2026-02-15,SKU_010,24,305,7,17.714285714285715,5.992669514672724,26.16093682161657,150.16093682161656
2026-02-16,SKU_010,7,298,7,17.714285714285715,5.992669514672724,26.16093682161657,150.16093682161656
2026-02-17,SKU_010,8,290,7,17.357142857142858,6.428388275779219,28.063062569313935,149.56306256931393
2025-11-26,SKU_011,23,777,8,23.0,0.0,0.0,184.0
2025-11-27,SKU_011,39,738,8,31.0,11.313708498984761,52.8,300.8
2025-11-28,SKU_011,34,704,8,32.0,8.18535277187245,38.20026177920775,294.2002617792077
2025-11-29,SKU_011,58,646,8,38.5,14.617341299520465,68.21773962834007,376.21773962834004
2025-11-30,SKU_011,40,606,8,38.8,12.676750372236569,59.161186600675954,369.5611866006759
2025-12-01,SKU_011,22,584,8,36.0,13.251415018781955,61.84309177264668,349.8430917726467
2025-12-02,SKU_011,27,557,8,34.714285714285715,12.566016150903273,58.64440053650233,336.3586862507881
2025-12-03,SKU_011,14,543,8,32.125,13.747077611519579,64.15630188398153,321.15630188398154
2025-12-04,SKU_011,49,494,8,34.0,14.035668847618199,65.50312969622138,337.5031296962214
2025-12-05,SKU_011,40,454,8,34.6,13.368287516025047,62.38852458585633,339.1885245858563
2025-12-06,SKU_011,52,402,8,36.18181818181818,13.724563248556814,64.05122949639609,353.50577495094154
2025-12-07,SKU_011,40,362,8,36.5,13.132194997583056,61.28670328872324,353.28670328872323
2025-12-08,SKU_011,25,337,8,35.61538461538461,12.971368865945115,60.53614305012019,345.4592199731971
2025-12-09,SKU_011,31,306,8,35.285714285714285,12.52338471960216,58.44544370701527,340.73115799272955
2025-12-10,SKU_011,33,273,8,36.0,12.044788212207099,56.211879390529056,344.2118793905291
2025-12-11,SKU_011,44,229,8,36.357142857142854,12.213530598083818,56.99938403368741,347.85652689083025
2025-12-12,SKU_011,35,194,8,36.42857142857143,12.201603209378712,56.943720046614914,348.37229147518633
2025-12-13,SKU_011,60,134,8,36.57142857142857,12.482075059948878,58.2526554599176,350.82408403134616
2025-12-14,SKU_011,46,88,8,37.0,12.70977818604485,59.315324262012524,355.3153242620125
2025-12-15,SKU_011,27,61,8,37.357142857142854,12.320134507614528,57.49689432606649,356.3540371832093
2025-12-16,SKU_011,28,481,8,37.42857142857143,12.258210973210417,57.20790308885807,356.6364745174295
2025-12-17,SKU_011,31,450,8,38.642857142857146,10.470523775431111,48.86493720360325,358.0077943464604
2025-12-18,SKU_011,39,411,8,37.92857142857143,10.041944997890566,46.86480086845094,350.2933722970224
2025-12-19,SKU_011,27,384,8,37.0,10.429248811358887,48.67231087747783,344.6723108774778
2025-12-20,SKU_011,43,341,8,36.357142857142854,9.684302467690395,45.195717243372265,336.0528601005151
2025-12-21,SKU_011,34,307,8,35.92857142857143,9.643365879945938,45.00467008734015,332.4332415159116
2025-12-22,SKU_011,32,275,8,36.42857142857143,9.204633329213864,42.95714705979068,334.3857184883621
2025-12-23,SKU_011,29,246,8,36.285714285714285,9.310280268677129,43.450191264010805,333.7359055497251
2025-12-24,SKU_011,27,219,8,35.857142857142854,9.606545387688245,44.832832356910686,331.6899752140535
2025-12-25,SKU_011,37,182,8,35.357142857142854,9.328262620471376,43.534113187120404,326.39125604426323
2025-12-26,SKU_011,37,145,8,35.5,9.337682137035276,43.5780731737701,327.5780731737701
2025-12-27,SKU_011,54,91,8,35.07142857142857,8.19440978035341,38.24252997516114,318.8139585465897
2025-12-28,SKU_011,41,498,8,34.714285714285715,7.779940393568097,36.30824082282631,314.022526537112
2025-12-29,SKU_011,25,473,8,34.57142857142857,7.949013346750222,37.097288192114405,313.668716763543
2025-12-30,SKU_011,29,444,8,34.642857142857146,7.88969281704001,36.82044492989139,313.96330207274855
2025-12-31,SKU_011,24,420,8,34.142857142857146,8.34687544356148,38.954072703887846,312.096929846745
2026-01-01,SKU_011,33,387,8,33.714285714285715,8.231539452510795,38.415810618734895,308.1300963330206
2026-01-02,SKU_011,50,337,8,35.357142857142854,9.043545448866515,42.205365264890865,325.0625081220337
2026-01-03,SKU_011,41,296,8,35.214285714285715,8.928593406566355,41.668895031987745,323.38318074627347
2026-01-04,SKU_011,43,253,8,35.857142857142854,9.155554370117398,42.72810023217214,329.585243089315
2026-01-05,SKU_011,21,232,8,35.07142857142857,9.949598257945164,46.433827428614244,327.0052560000428
2026-01-06,SKU_011,19,213,8,34.357142857142854,10.746070071334074,50.15088552240446,325.0080283795473
2026-01-07,SKU_011,35,178,8,34.92857142857143,10.535392991934636,49.16767565861059,328.59624708718206
2026-01-08,SKU_011,34,144,8,34.714285714285715,10.520518935932705,49.09825985591668,326.8125455702024
2026-01-09,SKU_011,37,107,8,34.714285714285715,10.520518935932705,49.09825985591668,326.8125455702024
2026-01-10,SKU_011,53,502,8,34.642857142857146,10.381989900096908,48.45175803975389,325.59461518261105
2026-01-11,SKU_011,41,461,8,34.642857142857146,10.381989900096908,48.45175803975389,325.59461518261105
2026-01-12,SKU_011,36,425,8,35.42857142857143,10.005492996843788,46.69468285140618,330.12325427997763
2026-01-13,SKU_011,31,394,8,35.57142857142857,9.920563613907346,46.29832551027029,330.86975408169883
2026-01-14,SKU_011,26,368,8,35.714285714285715,9.754120008635176,45.5215490572479,331.23583477153363
2026-01-15,SKU_011,34,334,8,35.785714285714285,9.736359858628031,45.43866412871528,331.72437841442957
2026-01-16,SKU_011,34,300,8,34.642857142857146,8.837047391148618,41.241658497257305,318.3845156401145
2026-01-17,SKU_011,42,258,8,34.714285714285715,8.89622712968015,41.517844700458966,319.2321304147447
2026-01-18,SKU_011,41,217,8,34.57142857142857,8.768073954929946,40.91976603974236,317.4911946111709
2026-01-19,SKU_011,25,192,8,34.857142857142854,8.34687544356148,38.954072703887846,317.8112155610307
2026-01-20,SKU_011,32,160,8,35.785714285714285,7.073010146145167,33.0090646890873,319.2947789748016
2026-01-21,SKU_011,24,136,8,35.0,7.745966692414832,36.14968879534096,316.149688795341
2026-01-22,SKU_011,35,101,8,35.07142857142857,7.740644832155936,36.12485218038884,316.6962807518174
2026-01-23,SKU_011,33,516,8,34.785714285714285,7.737805010054618,36.11159900111849,314.39731328683274
2026-01-24,SKU_011,39,477,8,33.785714285714285,5.8858183069864785,27.468553448833617,297.7542677345479
2026-01-25,SKU_011,47,430,8,34.214285714285715,6.623716960561222,30.912256184523038,304.62654189880874
2026-01-26,SKU_011,27,403,8,33.57142857142857,6.86926584045291,32.05820941987859,300.62963799130716
2026-01-27,SKU_011,30,373,8,33.5,6.903176526342507,32.21646736113024,300.21646736113024
2026-01-28,SKU_011,33,340,8,34.0,6.5633012331389375,30.630301738888978,302.630301738889
2026-01-29,SKU_011,25,315,8,33.357142857142854,6.990181497117039,32.622511273018866,299.4796541301617
2026-01-30,SKU_011,45,270,8,34.142857142857146,7.654633014939815,35.72344322156525,308.8663003644224
2026-01-31,SKU_011,34,236,8,33.57142857142857,7.31399381285666,34.13371250934082,302.70514108076935
2026-02-01,SKU_011,45,191,8,33.857142857142854,7.69472489493882,35.91054820700281,306.76769106414565
2026-02-02,SKU_011,24,167,8,33.785714285714285,7.787352383375055,36.34283187330658,306.62854615902086
2026-02-03,SKU_011,32,135,8,33.785714285714285,7.787352383375055,36.34283187330658,306.62854615902086
2026-02-04,SKU_011,24,111,8,33.785714285714285,7.787352383375055,36.34283187330658,306.62854615902086
2026-02-05,SKU_011,29,530,8,33.357142857142854,7.879936966334604,36.774915303837155,303.63205816097997
2026-02-06,SKU_011,26,504,8,32.857142857142854,8.122685638261645,37.90780023532517,300.764943092468
2026-02-07,SKU_011,57,447,8,34.142857142857146,10.302032233101784,48.07860322338918,321.22146036624633
2026-02-08,SKU_011,33,414,8,33.142857142857146,9.614549414276285,44.87018638666021,310.0130435295174
2026-02-09,SKU_011,25,389,8,33.0,9.727043981363744,45.39518781680584,309.39518781680584
2026-02-10,SKU_011,17,372,8,32.07142857142857,10.615404522994552,49.54108185343545,306.112510424864
2026-02-11,SKU_011,35,337,8,32.214285714285715,10.642285551433103,49.666533052896966,307.3808187671827
2026-02-12,SKU_011,20,317,8,31.857142857142858,10.98150292962701,51.249628248450705,306.10677110559357
2026-02-13,SKU_011,38,279,8,31.357142857142858,10.485206742814396,48.933461213914015,299.79060407105686
2026-02-14,SKU_011,44,235,8,32.07142857142857,11.006741191122451,51.36741281105268,307.93884138248126
2026-02-15,SKU_011,36,199,8,31.428571428571427,10.441885224085118,48.73128381212651,300.15985524069794
2026-02-16,SKU_011,21,178,8,31.214285714285715,10.63505503532519,49.63278892288582,299.34707463717154
2026-02-17,SKU_011,32,146,8,31.214285714285715,10.63505503532519,49.63278892288582,299.34707463717154
2025-11-26,SKU_012,56,912,5,56.0,0.0,0.0,280.0
2025-11-27,SKU_012,36,876,5,46.0,14.142135623730951,52.177581392778265,282.1775813927783
2025-11-28,SKU_012,62,814,5,51.333333333333336,13.613718571108091,50.22798025005584,306.89464691672254
2025-11-29,SKU_012,54,760,5,52.0,11.195237082497776,41.30496338214089,301.3049633821409
2025-11-30,SKU_012,51,709,5,51.8,9.705668446840743,35.80918178344766,294.8091817834477
2025-12-01,SKU_012,29,680,5,48.0,12.727922061357855,46.95982325350043,286.9598232535004
2025-12-02,SKU_012,51,629,5,48.42857142857143,11.674147261608201,43.071908312893285,285.21476545575047
2025-12-03,SKU_012,33,596,5,46.5,12.106668764421885,44.66770165822919,277.1677016582292
2025-12-04,SKU_012,41,555,5,45.888888888888886,11.472188592902013,42.32677934830382,271.77122379274823
2025-12-05,SKU_012,45,510,5,45.8,10.819735055289785,39.91954408557292,268.9195440855729
2025-12-06,SKU_012,67,443,5,47.72727272727273,12.092071030976529,44.61384314313215,283.2502067794958
2025-12-07,SKU_012,55,388,5,48.333333333333336,11.71893055416463,43.2371368154738,284.90380348214046
2025-12-08,SKU_012,36,352,5,47.38461538461539,11.729865454886665,43.27748126468757,280.2005581877645
2025-12-09,SKU_012,29,323,5,46.07142857142857,12.294240588517521,45.35975018464263,275.71689304178545
2025-12-10,SKU_012,42,281,5,45.07142857142857,11.990151636394607,44.23781029718933,269.5949531543322
2025-12-11,SKU_012,47,234,5,45.857142857142854,11.707046811854177,43.193291603678915,272.4790058893932
2025-12-12,SKU_012,40,194,5,44.285714285714285,10.816145847251274,39.906301658859746,261.33487308743116
2025-12-13,SKU_012,65,745,5,45.07142857142857,11.919371987291468,43.9766679209393,269.3338107780821
2025-12-14,SKU_012,58,687,5,45.57142857142857,12.327045224060953,45.48078328647879,273.33792614362164
2025-12-15,SKU_012,26,661,5,45.357142857142854,12.658880390747546,46.705093170038516,273.4908074557528
2025-12-16,SKU_012,23,638,5,43.357142857142854,13.85422536411042,51.115332988091915,267.90104727380617
2025-12-17,SKU_012,45,593,5,44.214285714285715,13.531607280895926,49.925029646108726,270.99645821753734
2025-12-18,SKU_012,53,540,5,45.07142857142857,13.691458795761829,50.51480375446042,275.8719466116032
2025-12-19,SKU_012,54,486,5,45.714285714285715,13.897584579446068,51.27530734044549,279.8467359118741
2025-12-20,SKU_012,70,416,5,45.92857142857143,14.269193744213096,52.64636387368913,282.2892210165463
2025-12-21,SKU_012,69,347,5,46.92857142857143,15.399621802120715,56.81709194259406,291.4599490854512
2025-12-22,SKU_012,23,324,5,46.0,16.464413839457606,60.7456551152806,290.7456551152806
2025-12-23,SKU_012,28,296,5,45.92857142857143,16.545807211004735,61.04595694958111,290.6888140924383
2025-12-24,SKU_012,30,266,5,45.07142857142857,17.067577385270525,62.97103435375997,288.3281772109028
2025-12-25,SKU_012,45,221,5,44.92857142857143,17.0585610616636,62.937768518147806,287.580625661005
2025-12-26,SKU_012,53,784,5,45.857142857142854,17.123340538831528,63.17677318706354,292.4624874727778
2025-12-27,SKU_012,55,729,5,45.142857142857146,16.45907345208408,60.72595169111152,286.4402374053972
2025-12-28,SKU_012,53,676,5,44.785714285714285,16.211005622622654,59.81070241709567,283.73927384566707
2025-12-29,SKU_012,26,650,5,44.785714285714285,16.211005622622654,59.81070241709567,283.73927384566707
2025-12-30,SKU_012,30,620,5,45.285714285714285,15.583169280835168,57.49429259777601,283.92286402634744
2025-12-31,SKU_012,27,593,5,44.0,16.33307168811889,60.26106665041828,280.2610666504183
2026-01-01,SKU_012,33,560,5,42.57142857142857,16.359961847399024,60.360278220143975,273.2174210772868
2026-01-02,SKU_012,60,500,5,43.0,16.756169931378434,61.82209276501527,276.82209276501527
2026-01-03,SKU_012,65,435,5,42.642857142857146,16.179793394407554,59.695544521465635,272.9098302357514
2026-01-04,SKU_012,63,372,5,42.214285714285715,15.492820031468527,57.1609479433312,268.2323765147598
2026-01-05,SKU_012,41,331,5,43.5,14.490049636268967,53.4612143736718,270.9612143736718
2026-01-06,SKU_012,35,296,5,44.0,14.027445625245916,51.75443124840765,271.7544312484076
2026-01-07,SKU_012,36,260,5,44.42857142857143,13.653482428215243,50.37468948449549,272.51754662735266
2026-01-08,SKU_012,48,212,5,44.642857142857146,13.686642240673052,50.49703301587722,273.71131873016293
2026-01-09,SKU_012,36,176,5,43.42857142857143,13.642209869001798,50.33309924017076,267.47595638302795
2026-01-10,SKU_012,57,735,5,43.57142857142857,13.782454206564372,50.85053242938218,268.707675286525
2026-01-11,SKU_012,55,680,5,43.714285714285715,13.897584579446068,51.27530734044549,269.8467359118741
2026-01-12,SKU_012,36,644,5,44.42857142857143,13.154199596819527,48.5325794053465,270.67543654820366
2026-01-13,SKU_012,34,610,5,44.714285714285715,12.856776551558456,47.43523346233656,271.00666203376517
2026-01-14,SKU_012,30,580,5,44.92857142857143,12.56040350720216,46.341761510435816,270.98461865329296
2026-01-15,SKU_012,49,531,5,46.07142857142857,12.111433159903633,44.68527995330785,275.04242281045066
2026-01-16,SKU_012,59,472,5,46.0,12.02561368976173,44.36864797440784,274.36864797440785
2026-01-17,SKU_012,64,408,5,45.92857142857143,11.90645775466979,43.929020702607424,273.5718778454646
2026-01-18,SKU_012,66,342,5,46.142857142857146,12.259107401671395,45.23012586445329,275.944411578739
2026-01-19,SKU_012,32,310,5,45.5,12.774674465218586,47.13231681618823,274.6323168161882
2026-01-20,SKU_012,43,267,5,46.07142857142857,12.443498677649282,45.91043971990169,276.26758257704455
2026-01-21,SKU_012,49,218,5,47.0,12.11483515237541,44.697831645910476,279.69783164591047
2026-01-22,SKU_012,46,172,5,46.857142857142854,12.113928047799066,44.69448487254305,278.98019915825734
2026-01-23,SKU_012,68,720,5,49.142857142857146,12.901145702594043,47.59893398473878,293.3132196990245
2026-01-24,SKU_012,74,646,5,50.357142857142854,14.409436773582392,53.16379223630553,304.9495065220198
2026-01-25,SKU_012,65,581,5,51.07142857142857,14.896898416032206,54.96228789505898,310.3194307522018
2026-01-26,SKU_012,36,545,5,51.07142857142857,14.896898416032206,54.96228789505898,310.3194307522018
2026-01-27,SKU_012,31,514,5,50.857142857142854,15.180235849273254,56.00766480119951,310.2933790869138
2026-01-28,SKU_012,37,477,5,51.357142857142854,14.542283932657293,53.65393344551572,310.43964773123
2026-01-29,SKU_012,28,449,5,49.857142857142854,15.83014234280308,58.405502713809014,307.6912169995233
2026-01-30,SKU_012,63,386,5,50.142857142857146,16.042525903442943,59.189094443984416,309.9033801582701
2026-01-31,SKU_012,66,320,5,50.285714285714285,16.18369821493494,59.70995140429527,311.13852283286667
2026-02-01,SKU_012,68,252,5,50.42857142857143,16.341143382057677,60.290847263380435,312.4337044062376
2026-02-02,SKU_012,36,216,5,50.714285714285715,16.026077649729682,59.1284084118513,312.69983698327985
2026-02-03,SKU_012,37,179,5,50.285714285714285,16.32566912954789,60.233754820534195,311.6623262491056
2026-02-04,SKU_012,39,140,5,49.57142857142857,16.60266098094977,61.2557196252986,309.1128624824414
2026-02-05,SKU_012,33,723,5,48.642857142857146,17.17156479074163,63.35469715103139,306.56898286531714
2026-02-06,SKU_012,51,672,5,47.42857142857143,16.275107399925847,60.047206704117684,297.19006384697485
2026-02-07,SKU_012,66,606,5,46.857142857142854,15.3865932794512,56.769023049740596,291.0547373354549
2026-02-08,SKU_012,47,559,5,45.57142857142857,14.479238641874497,53.42132707836063,281.2784699355035
2026-02-09,SKU_012,28,531,5,45.0,15.033296378372906,55.46552983610631,280.4655298361063
2026-02-10,SKU_012,39,492,5,45.57142857142857,14.606185653368211,53.88969962130727,281.7468424784501
2026-02-11,SKU_012,30,462,5,45.07142857142857,15.035671869638167,55.47429424002229,280.8314370971651
2026-02-12,SKU_012,42,420,5,46.07142857142857,14.258407968710877,52.60656962378766,282.9637124809305
2026-02-13,SKU_012,66,354,5,46.285714285714285,14.551915398264306,53.68946885501911,285.1180402835905
2026-02-14,SKU_012,64,290,5,46.142857142857146,14.351934433309749,52.951636652475855,283.6659223667616
2026-02-15,SKU_012,46,244,5,44.57142857142857,12.906255404703119,47.617786292818884,270.4749291499617
2026-02-16,SKU_012,36,208,5,44.57142857142857,12.906255404703119,47.617786292818884,270.4749291499617
2026-02-17,SKU_012,33,175,5,44.285714285714285,13.12911369337726,48.440024659479555,269.868596088051
2025-11-26,SKU_013,29,803,9,29.0,0.0,0.0,261.0
2025-11-27,SKU_013,39,764,9,34.0,7.0710678118654755,35.0017856687341,341.0017856687341
2025-11-28,SKU_013,38,726,9,35.333333333333336,5.507570547286101,27.262474209066202,345.2624742090662
2025-11-29,SKU_013,34,692,9,35.0,4.546060565661952,22.502999800026657,337.50299980002666
2025-11-30,SKU_013,39,653,9,35.8,4.324349662087931,21.40553082733526,343.60553082733526
2025-12-01,SKU_013,29,624,9,34.666666666666664,4.760952285695233,23.566713814191402,335.5667138141914
2025-12-02,SKU_013,29,595,9,33.857142857142854,4.845223470201397,23.983856177496914,328.6981418917826
2025-12-03,SKU_013,26,569,9,32.875,5.276294695549681,26.11765874297092,321.99265874297095
2025-12-04,SKU_013,32,537,9,32.77777777777778,4.9441323247304405,24.47345500741568,319.4734550074157
2025-12-05,SKU_013,26,511,9,32.1,5.130518708885313,25.396067608982296,314.29606760898236
2025-12-06,SKU_013,57,454,9,34.36363636363637,8.947320574034745,44.28923684147198,353.56196411419927
2025-12-07,SKU_013,26,428,9,33.666666666666664,8.866005899279596,43.886729201433994,346.886729201434
2025-12-08,SKU_013,24,404,9,32.92307692307692,8.901886864232198,44.06433997794938,340.37203228564164
2025-12-09,SKU_013,37,367,9,33.214285714285715,8.621784318525071,42.6778323766991,341.60640380527053
2025-12-10,SKU_013,30,337,9,33.285714285714285,8.58826185897017,42.511896201902346,342.0833247733309
2025-12-11,SKU_013,37,300,9,33.142857142857146,8.502100580780864,42.08539787486528,340.3711121605796
2025-12-12,SKU_013,38,262,9,33.142857142857146,8.502100580780864,42.08539787486528,340.3711121605796
2025-12-13,SKU_013,43,219,9,33.785714285714285,8.90270979860861,44.068413503112616,348.13984207454115
2025-12-14,SKU_013,42,177,9,34.0,9.072358695934167,44.908175544874126,350.9081755448741
2025-12-15,SKU_013,24,153,9,33.642857142857146,9.377609526929582,46.419167158301434,349.20488144401577
2025-12-16,SKU_013,25,128,9,33.357142857142854,9.588511899119721,47.46313390064262,347.6774196149283
2025-12-17,SKU_013,30,98,9,33.642857142857146,9.410363704711157,46.581300338320226,349.36701462403454
2025-12-18,SKU_013,34,512,9,33.785714285714285,9.398678887756772,46.52346049439601,350.5948890658246
2025-12-19,SKU_013,25,487,9,33.714285714285715,9.465959835346633,46.85650118496583,350.2850726135373
2025-12-20,SKU_013,31,456,9,31.857142857142858,6.689338737667039,33.11222675145184,319.82651246573755
2025-12-21,SKU_013,43,413,9,33.07142857142857,7.076116772031721,35.02677802155702,332.6696351644141
2025-12-22,SKU_013,19,394,9,32.714285714285715,7.670408387769513,37.96852151945909,332.39709294803055
2025-12-23,SKU_013,30,364,9,32.214285714285715,7.597353501041024,37.60689983015307,327.5354712587245
2025-12-24,SKU_013,32,332,9,32.357142857142854,7.571273064959148,37.47780167154778,328.6920873858335
2025-12-25,SKU_013,39,293,9,32.5,7.6836489728814135,38.03406241576299,330.534062415763
2025-12-26,SKU_013,49,244,9,33.285714285714285,8.774338208036605,43.43297412978119,343.00440270120976
2025-12-27,SKU_013,39,205,9,33.0,8.494342008292708,42.046992941048906,339.0469929410489
2025-12-28,SKU_013,41,164,9,32.92857142857143,8.416689333738022,41.6626122020032,338.01975505914606
2025-12-29,SKU_013,14,150,9,32.214285714285715,9.577044440733284,47.40636998162975,337.33494141020117
2025-12-30,SKU_013,29,121,9,32.5,9.403354556916218,46.546605056735274,339.0466050567353
2025-12-31,SKU_013,34,87,9,32.785714285714285,9.382295696015586,46.442363695277145,341.5137922667057
2026-01-01,SKU_013,41,494,9,33.285714285714285,9.63510066554392,47.6937482944424,347.26517686587096
2026-01-02,SKU_013,31,463,9,33.714285714285715,9.367936899779043,46.37128765390626,349.7998590824777
2026-01-03,SKU_013,45,418,9,34.714285714285715,9.79347169864129,48.47768490827439,360.90625633684584
2026-01-04,SKU_013,48,370,9,35.07142857142857,10.201540499916108,50.49762547458474,366.1404826174419
2026-01-05,SKU_013,19,351,9,35.07142857142857,10.201540499916108,50.49762547458474,366.1404826174419
2026-01-06,SKU_013,28,323,9,34.92857142857143,10.291626811033444,50.94355271461554,365.3006955717584
2026-01-07,SKU_013,37,286,9,35.285714285714285,10.268911794856818,50.831113384541254,368.4025419559698
2026-01-08,SKU_013,28,258,9,34.5,10.383048314810651,51.39608915831272,361.89608915831275
2026-01-09,SKU_013,38,220,9,33.714285714285715,9.587079216950693,47.45604212390593,350.8846135524774
2026-01-10,SKU_013,54,166,9,34.785714285714285,10.962724053870858,54.26548406666075,367.3369126380893
2026-01-11,SKU_013,62,104,9,36.285714285714285,13.10565686099868,64.87300146194346,391.444430033372
2026-01-12,SKU_013,30,74,9,37.42857142857143,11.626986418965716,57.553582773880294,394.4107256310232
2026-01-13,SKU_013,27,495,9,37.285714285714285,11.750146129556605,58.163223341305184,393.73465191273374
2026-01-14,SKU_013,33,462,9,37.214285714285715,11.77467015006608,58.284617242827096,393.21318867139854
2026-01-15,SKU_013,36,426,9,36.857142857142854,11.726742237999588,58.04737407809796,389.7616597923836
2026-01-16,SKU_013,30,396,9,36.785714285714285,11.76813540833938,58.252270271279926,389.3236988427085
2026-01-17,SKU_013,52,344,9,37.285714285714285,12.281496848314738,60.79340939915795,396.3648379705865
2026-01-18,SKU_013,43,301,9,36.92857142857143,12.01578631963472,59.47814228219187,391.83528513933476
2026-01-19,SKU_013,27,274,9,37.5,11.264307141791518,55.75832035186801,393.258320351868
2026-01-20,SKU_013,28,246,9,37.5,11.264307141791518,55.75832035186801,393.258320351868
2026-01-21,SKU_013,32,214,9,37.142857142857146,11.360235255264088,56.23316451355723,390.51887879927153
2026-01-22,SKU_013,36,178,9,37.714285714285715,11.062261358945847,54.75819372678194,394.1867651553534
2026-01-23,SKU_013,27,151,9,36.92857142857143,11.425102495512549,56.55425735278711,388.91140020993
2026-01-24,SKU_013,40,111,9,35.92857142857143,10.380931377469768,51.385610318475344,374.74275317561825
2026-01-25,SKU_013,41,70,9,34.42857142857143,7.418420791042202,36.7211829156589,346.5783257728018
2026-01-26,SKU_013,24,494,9,34.0,7.854445091303898,38.87950320195429,344.8795032019543
2026-01-27,SKU_013,14,480,9,33.07142857142857,9.368230156424238,46.372739274299974,344.0155964171571
2026-01-28,SKU_013,29,451,9,32.785714285714285,9.431359894021101,46.68523147540445,341.756660046833
2026-01-29,SKU_013,20,431,9,31.642857142857142,9.966151505178722,49.33244995063467,334.11816423634895
2026-01-30,SKU_013,23,408,9,31.142857142857142,10.22709179549137,50.62410438768228,330.90981867339656
2026-01-31,SKU_013,61,347,9,31.785714285714285,11.800772930543237,58.413826006189026,344.4852545776176
2026-02-01,SKU_013,31,316,9,30.928571428571427,11.35079994276437,56.18645971668363,334.54360257382643
2026-02-02,SKU_013,15,301,9,30.071428571428573,12.09872393598272,59.88868348311446,330.5315406259716
2026-02-03,SKU_013,26,275,9,29.928571428571427,12.136811681912103,60.077217825464906,329.43436068260775
2026-02-04,SKU_013,25,250,9,29.428571428571427,12.188988004400896,60.33549062178443,325.1926334789273
2026-02-05,SKU_013,30,220,9,29.0,12.044788212207113,59.6217016504252,320.6217016504252
2026-02-06,SKU_013,42,178,9,30.071428571428573,12.511313561451786,61.93100212918634,332.5738592720435
2026-02-07,SKU_013,43,135,9,30.285714285714285,12.71842135480037,62.95618570626182,335.52761427769036
2026-02-08,SKU_013,44,91,9,30.5,12.93623414468655,64.03435901619842,338.53435901619844
2026-02-09,SKU_013,36,503,9,31.357142857142858,12.869804510242899,63.70553232570234,345.91981803998806
2026-02-10,SKU_013,19,484,9,31.714285714285715,12.412329920926787,61.4410331085876,346.86960453715903
2026-02-11,SKU_013,30,454,9,31.785714285714285,12.398378128601358,61.371971736576725,347.44340030800527
2026-02-12,SKU_013,31,423,9,32.57142857142857,11.933883794372337,59.07272478214307,352.21558192500015
2026-02-13,SKU_013,35,388,9,33.42857142857143,11.620368627241017,57.52082470484304,358.37796756198594
2026-02-14,SKU_013,40,348,9,31.928571428571427,8.800911541200959,43.56451212894474,330.92165498608756
2026-02-15,SKU_013,42,306,9,32.714285714285715,9.193882342485834,45.50971759530487,339.93828902387634
2026-02-16,SKU_013,19,287,9,33.0,8.64692030547472,42.80225551209987,339.80225551209986
2026-02-17,SKU_013,23,264,9,32.785714285714285,8.868080803807405,43.89699997884665,338.96842855027523
2025-11-26,SKU_014,31,713,7,31.0,0.0,0.0,217.0
2025-11-27,SKU_014,25,688,7,28.0,4.242640687119285,18.521204064531005,214.521204064531
2025-11-28,SKU_014,32,656,7,29.333333333333332,3.785938897200183,16.527477121448392,221.8608104547817
2025-11-29,SKU_014,46,610,7,33.5,8.88819441731559,38.801320853806004,273.30132085380603
2025-11-30,SKU_014,46,564,7,36.0,9.513148795220223,41.529552730555615,293.5295527305556
2025-12-01,SKU_014,26,538,7,34.333333333333336,9.437513796899408,41.199368927205676,281.532702260539
2025-12-02,SKU_014,28,510,7,33.42857142857143,8.941609528064898,39.034503967643815,273.0345039676438
2025-12-03,SKU_014,23,487,7,32.125,9.06228448019593,39.56130922378581,264.4363092237858
2025-12-04,SKU_014,37,450,7,32.666666666666664,8.631338250816036,37.68001791400849,266.3466845806752
2025-12-05,SKU_014,28,422,7,32.2,8.270429251254134,36.104473407044736,261.50447340704477
2025-12-06,SKU_014,57,365,7,34.45454545454545,10.838483624231174,47.31528822695684,288.49710640877504
2025-12-07,SKU_014,38,327,7,34.75,10.384647759597295,45.334072451082534,288.58407245108253
2025-12-08,SKU_014,26,301,7,34.07692307692308,10.234431578919748,44.67830526708082,283.21676680554236
2025-12-09,SKU_014,38,263,7,34.357142857142854,9.888665950759703,43.16886899143873,283.66886899143867
2025-12-10,SKU_014,32,231,7,34.42857142857143,9.866137001920224,43.07051909815595,284.07051909815596
